a_count,a_score,actor1,actor2,actor3,box_office,c_count,c_score,date,genre,mp_rating,runtime,titles,year
,,,,,,,,,,,,,
"
        ,
        126,314",78%,"
                Johnathon Schaech","
                Liv Tyler","
                Steve Zahn",,52,93,4-Oct-96,"
                        Comedy,
                        Kids & Family",PG,"
                    110 minutes
                ","
                That Thing You Do!",-1996
,,,,,,,,,,,,,
"
        ,
        256,862",65%,"
                Joanna Lumley","
                Pete Postlethwaite","
                Paul Terry",,67,93,12-Apr-96,"
                        Animation,
                        Kids & Family",PG,"
                    80 minutes
                ","
                James and the Giant Peach",-1996
,,,,,,,,,,,,,
"
        ,
        32,433",89%,"
                Kenneth Branagh","
                Julie Christie","
                Billy Crystal",,52,95,25-Dec-96,"
                        Drama,
                        Romance",PG-13,"
                    242 minutes
                ","
                Hamlet",-1996
,,,,,,,,,,,,,
"
        ,
        233,145",93%,"
                Frances McDormand","
                Steve Buscemi","
                William H. Macy",,82,93,8-Mar-96,"
                        Drama,
                        Mystery & Suspense",R (adult situations/language),"
                    97 minutes
                ","
                Fargo",-1996
,,,,,,,,,,,,,
"
        ,
        87,821",89%,"
                Mimi Woods","
                Richard George","
                William Frederick",,45,96,18-Nov-03,"
                        Animation,
                        Anime & Manga,
                        Art House & International,
                        Science Fiction & Fantasy",R,"
                    82 minutes
                ","
                Ghost in the Shell",-1996
,,,,,,,,,,,,,
"
        ,
        26,472",74%,"
                Jackie Chan","
                Maggie Cheung","
                Kenneth Tsang Kong",,46,96,13-Jan-09,"
                        Action & Adventure,
                        Art House & International,
                        Comedy",R (for some violence),"
                    96 minutes
                ","
                Supercop",-1996
,,,,,,,,,,,,,
"
        ,
        55,900",93%,"
                Billy Bob Thornton","
                Dwight Yoakam","
                Lucas Black",,49,96,27-Nov-96,"
                        Drama",R,"
                    134 minutes
                ","
                Sling Blade",-1996
,,,,,,,,,,,,,
"
        ,
        8,067",84%,"
                Marc Anthony","
                Tony Shalhoub","
                Stanley Tucci",,53,96,20-Sep-96,"
                        Comedy,
                        Drama,
                        Romance",R (for language),"
                    107 minutes
                ","
                Big Night",-1996
,,,,,,,,,,,,,
"
        ,
        9,022",93%,"
                George Foreman","
                Don King","
                James Brown (II)",,45,98,14-Sep-99,"
                        Documentary,
                        Sports & Fitness",PG,"
                    84 minutes
                ","
                When We Were Kings",-1996
,,,,,,,,,,,,,
"
        ,
        221,977",16%,"
                Sandra Bullock","
                Jason Patric","
                Willem Dafoe",,2,3,13-Jun-97,"
                        Action & Adventure,
                        Mystery & Suspense",PG-13,"
                    125 minutes
                ","
                Speed 2 - Cruise Control",-1997
,,,,,,,,,,,,,
"
        ,
        553,886",16%,"
                George Clooney","
                Chris O'Donnell","
                Arnold Schwarzenegger",,9,10,20-Jun-97,"
                        Action & Adventure,
                        Mystery & Suspense,
                        Science Fiction & Fantasy","PG-13 (sex, violence)","
                    127 minutes
                ","
                Batman & Robin",-1997
,,,,,,,,,,,,,
"
        ,
        228,377",38%,"
                Arnold Schwarzenegger","
                Sinbad","
                Phil Hartman",,7,16,1-Jun-97,"
                        Comedy,
                        Kids & Family","PG (for action violence, mild language and some thematic elements)","
                    88 minutes
                ","
                Jingle All the Way",-1997
,,,,,,,,,,,,,
"
        ,
        186,013",36%,"
                Michael Jai White","
                John Leguizamo","
                Martin Sheen",,8,18,1-Aug-97,"
                        Action & Adventure,
                        Animation,
                        Horror,
                        Mystery & Suspense,
                        Science Fiction & Fantasy",PG-13 (For violence and crude humor.),"
                    99 minutes
                ","
                Spawn",-1997
,,,,,,,,,,,,,
"
        ,
        193,996",33%,"
                Tim Allen","
                Lolita Davidovich","
                JoBeth Williams",,8,19,7-Mar-97,"
                        Comedy,
                        Kids & Family",PG,"
                    105 minutes
                ","
                Jungle 2 Jungle",-1997
,,,,,,,,,,,,,
"
        ,
        4,123",43%,"
                Michelle Pfeiffer","
                Jessica Lange","
                Jason Robards",,11,23,19-Sep-97,"
                        Drama",R (for strong sexual language),"
                    105 minutes
                ","
                A Thousand Acres",-1997
,,,,,,,,,,,,,
"
        ,
        17,048",25%,"
                Robin Williams","
                Billy Crystal","
                Julia Louis-Dreyfus",,15,25,9-May-97,"
                        Comedy",PG-13 (For some sex-related humor and drug references.),"
                    102 minutes
                ","
                Fathers' Day",-1997
,,,,,,,,,,,,,
"
        ,
        37,467",33%,"
                Morgan Freeman","
                Christian Slater","
                Randy Quaid",,12,28,1-Jun-97,"
                        Action & Adventure","R (violence, language)","
                    96 minutes
                ","
                Hard Rain",-1997
,,,,,,,,,,,,,
"
        ,
        67,466",63%,"
                Val Kilmer","
                Elisabeth Shue","
                Rade Serbedzija",,13,28,4-Apr-97,"
                        Action & Adventure,
                        Romance",PG-13,"
                    116 minutes
                ","
                The Saint",-1997
,,,,,,,,,,,,,
"
        ,
        446,553",40%,"
                Jennifer Love Hewitt","
                Sarah Michelle Gellar","
                Ryan Phillippe",,15,35,17-Oct-97,"
                        Horror",R (For strong horror violence and language),"
                    101 minutes
                ","
                I Know What You Did Last Summer",-1997
,,,,,,,,,,,,,
"
        ,
        422,346",24%,"
                Jennifer Lopez","
                Ice Cube","
                Jon Voight",,19,39,11-Apr-97,"
                        Action & Adventure,
                        Horror,
                        Mystery & Suspense","PG-13 (adult situations/language, sex, violence)","
                    89 minutes
                ","
                Anaconda",-1997
,,,,,,,,,,,,,
"
        ,
        51,866",72%,"
                Denzel Washington","
                John Goodman","
                Donald Sutherland",,23,41,1-Jun-97,"
                        Animation,
                        Drama,
                        Mystery & Suspense",R (for violence and language),"
                    123 minutes
                ","
                Fallen",-1997
,,,,,,,,,,,,,
"
        ,
        32,274",52%,"
                Clint Eastwood","
                Gene Hackman","
                Ed Harris",,19,45,14-Feb-97,"
                        Action & Adventure,
                        Mystery & Suspense","R (adult situations/language, nudity, sex)","
                    125 minutes
                ","
                Absolute Power",-1997
,,,,,,,,,,,,,
"
        ,
        180,507",31%,"
                Tommy Lee Jones","
                Anne Heche","
                Don Cheadle",,19,46,25-Apr-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense",PG-13 (violence),"
                    102 minutes
                ","
                Volcano",-1997
,,,,,,,,,,,,,
"
        ,
        59,190",37%,"
                Dan Aykroyd","
                John Goodman","
                Joe Morton",,21,46,1-Jun-97,"
                        Comedy,
                        Musical & Performing Arts",PG-13 (For exotic dancing and some language),"
                    124 minutes
                ","
                Blues Brothers 2000",-1997
,,,,,,,,,,,,,
"
        ,
        41,987",37%,"
                Jennifer Aniston","
                Jay Mohr","
                Kevin Bacon",,20,48,1-Aug-97,"
                        Comedy,
                        Romance",PG-13 (adult situations/language),"
                    105 minutes
                ","
                Picture Perfect",-1997
,,,,,,,,,,,,,
"
        ,
        158,714",64%,"
                Mel Gibson","
                Julia Roberts","
                Patrick Stewart",,23,53,8-Aug-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense",R (for some violence),"
                    135 minutes
                ","
                Conspiracy Theory",-1997
,,,,,,,,,,,,,
"
        ,
        650,792",51%,"
                Jeff Goldblum","
                Julianne Moore","
                Pete Postlethwaite",,36,53,23-May-97,"
                        Action & Adventure,
                        Horror,
                        Science Fiction & Fantasy",PG-13 (for intense sci-fi terror and violence),"
                    134 minutes
                ","
                The Lost World - Jurassic Park",-1997
,,,,,,,,,,,,,
"
        ,
        416,967",75%,"
                Nicolas Cage","
                John Cusack","
                John Malkovich",,35,55,6-Jun-97,"
                        Action & Adventure",R,"
                    115 minutes
                ","
                Con Air",-1997
,,,,,,,,,,,,,
"
        ,
        7,786",63%,"
                James Woods","
                Melanie Griffith","
                Natasha Gregson Wagner",,28,57,30-Dec-97,"
                        Drama","R (for strong violence, sexuality, drug use and language)","
                    101 minutes
                ","
                Another Day in Paradise",-1997
,,,,,,,,,,,,,
"
        ,
        545,753",41%,"
                Brendan Fraser","
                Leslie Mann","
                Thomas Haden Church",,30,57,16-Jul-97,"
                        Action & Adventure,
                        Comedy,
                        Kids & Family",PG (For some violence.),"
                    91 minutes
                ","
                George of the Jungle",-1997
,,,,,,,,,,,,,
"
        ,
        4,706",26%,"
                Kenneth Branagh","
                Embeth Davidtz","
                Robert Downey Jr.",,24,59,1-Jun-97,"
                        Drama,
                        Mystery & Suspense","R (For some sexuality, violence and language)","
                    115 minutes
                ","
                The Gingerbread Man",-1997
,,,,,,,,,,,,,
"
        ,
        230,762",53%,"
                Pierce Brosnan","
                Jonathan Pryce","
                Don Baker",,47,57,19-Dec-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","PG-13 (For intense sequences of action violence, sexuality and innuendo)","
                    120 minutes
                ","
                Tomorrow Never Dies",-1997
,,,,,,,,,,,,,
"
        ,
        57,539",87%,"
                Bill Pullman","
                Patricia Arquette","
                Balthazar Getty",,25,60,21-Feb-97,"
                        Drama,
                        Horror,
                        Mystery & Suspense",R,"
                    135 minutes
                ","
                Lost Highway",-1997
,,,,,,,,,,,,,
"
        ,
        1,349",86%,"
                David Arquette","
                Brad Hunt","
                Cathy Moriarty",,26,60,20-Jun-97,"
                        Comedy","R (for pervasive strong language, some drug content, and sexuality)","
                    97 minutes
                ","
                Dream with the Fishes",-1997
,,,,,,,,,,,,,
"
        ,
        43,163",69%,"
                Anthony Hopkins","
                Alec Baldwin","
                Elle Macpherson",,29,60,26-Sep-97,"
                        Action & Adventure,
                        Mystery & Suspense",R (for language and some adventure gore/violence),"
                    117 minutes
                ","
                The Edge",-1997
,,,,,,,,,,,,,
"
        ,
        31,303",62%,"
                Sean Penn","
                Nick Nolte","
                Jennifer Lopez",,30,60,3-Oct-97,"
                        Action & Adventure,
                        Comedy,
                        Drama,
                        Mystery & Suspense","R (adult situations/language, sex, violence)","
                    121 minutes
                ","
                U-Turn",-1997
,,,,,,,,,,,,,
"
        ,
        7,801",76%,"
                Bill Pullman","
                Ben Stiller","
                Ryan O'Neal",,30,63,1-Jun-97,"
                        Art House & International,
                        Comedy,
                        Drama,
                        Mystery & Suspense",R (adult situations/language),"
                    115 minutes
                ","
                Zero Effect",-1997
,,,,,,,,,,,,,
"
        ,
        223,891",69%,"
                Casper Van Dien","
                Dina Meyer","
                Denise Richards",,38,63,7-Nov-97,"
                        Action & Adventure,
                        Cult Movies,
                        Science Fiction & Fantasy","R (For graphic Sci-Fi violence and gore, and for some language and nudity)","
                    129 minutes
                ","
                Starship Troopers",-1997
,,,,,,,,,,,,,
"
        ,
        203,421",78%,"
                Jodie Foster","
                Matthew McConaughey","
                James Woods",,39,63,11-Jul-97,"
                        Mystery & Suspense,
                        Science Fiction & Fantasy","PG (for some intense action, mild language, and a scene of sensuality)","
                    150 minutes
                ","
                Contact",-1997
,,,,,,,,,,,,,
"
        ,
        166,773",77%,"
                Jennifer Lopez","
                Edward James Olmos","
                Jon Seda",,26,65,21-Mar-97,"
                        Drama",PG (For mild language and thematic elements.),"
                    135 minutes
                ","
                Selena",-1997
,,,,,,,,,,,,,
"
        ,
        5,796",63%,"
                Sean Penn","
                Robin Wright","
                John Travolta",,27,66,29-Aug-97,"
                        Comedy,
                        Drama,
                        Romance",R (for strong language and some violence),"
                    97 minutes
                ","
                She's So Lovely",-1997
,,,,,,,,,,,,,
"
        ,
        230,100",79%,"
                Al Pacino","
                Keanu Reeves","
                Charlize Theron",,33,66,17-Oct-97,"
                        Action & Adventure,
                        Drama,
                        Horror,
                        Mystery & Suspense","R (adult situations/language, sex, violence)","
                    130 minutes
                ","
                The Devil's Advocate",-1997
,,,,,,,,,,,,,
"
        ,
        13,187",80%,"
                Vivian Wu","
                Ewan McGregor","
                Ken Ogata",,35,66,6-Jun-97,"
                        Art House & International,
                        Cult Movies,
                        Drama,
                        Special Interest",NC17,"
                    123 minutes
                ","
                The Pillow Book",-1997
,,,,,,,,,,,,,
"
        ,
        847,987",77%,"
                Mike Myers","
                Elizabeth Hurley","
                Michael York",,42,70,2-May-97,"
                        Action & Adventure,
                        Comedy,
                        Mystery & Suspense","PG-13 (for nudity, sex-related dialogue and humor)","
                    90 minutes
                ","
                Austin Powers: International Man of Mystery",-1997
,,,,,,,,,,,,,
"
        ,
        195,077",65%,"
                Mira Sorvino","
                Lisa Kudrow","
                Pat Crawford Brown",,39,71,25-Apr-97,"
                        Comedy",R (Rated R for language.),"
                    91 minutes
                ","
                Romy and Michele's High School Reunion",-1997
,,,,,,,,,,,,,
"
        ,
        38,899",51%,"
                Kevin Kline","
                Joan Cusack","
                Matt Dillon",,36,72,19-Sep-97,"
                        Comedy",PG-13 (for sexual content and some strong language),"
                    90 minutes
                ","
                In & Out",-1997
,,,,,,,,,,,,,
"
        ,
        141,409",84%,"
                Michael Douglas","
                Sean Penn","
                Deborah Kara Unger",,39,72,12-Sep-97,"
                        Mystery & Suspense","R (For language, and for some violence and sexuality.)","
                    128 minutes
                ","
                The Game",-1997
,,,,,,,,,,,,,
"
        ,
        451,620",73%,"
                Julia Roberts","
                Dermot Mulroney","
                Cameron Diaz",,42,72,20-Jun-97,"
                        Comedy,
                        Romance",PG-13 (For one use of strong language and brief sex-related humor.),"
                    105 minutes
                ","
                My Best Friend's Wedding",-1997
,,,,,,,,,,,,,
"
        ,
        586,471",86%,"
                Bruce Willis","
                Ian Holm","
                Gary Oldman",,44,72,9-May-97,"
                        Drama,
                        Science Fiction & Fantasy","PG-13 (For intense sci-fi violence, some sexuality and brief nudity.)","
                    126 minutes
                ","
                The Fifth Element",-1997
,,,,,,,,,,,,,
"
        ,
        51,140",66%,"
                Sylvester Stallone","
                Harvey Keitel","
                Ray Liotta",,45,73,15-Aug-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","R (for violence, strong language, and brief nudity)","
                    105 minutes
                ","
                Cop Land",-1997
,,,,,,,,,,,,,
"
        ,
        11,743",78%,"
                Tenzin Thuthob Tsarong","
                Gyurme Tethong","
                Tulku Jamyang Kunga Tenzin",,45,76,25-Dec-97,"
                        Classics,
                        Drama",PG-13 (For violent images),"
                    134 minutes
                ","
                Kundun",-1997
,,,,,,,,,,,,,
"
        ,
        51,006",79%,"
                Morgan Freeman","
                Anthony Hopkins","
                Djimon Hounsou",,48,76,12-Dec-97,"
                        Drama,
                        Mystery & Suspense",R (Because of violence and nudity),"
                    155 minutes
                ","
                Amistad",-1997
,,,,,,,,,,,,,
"
        ,
        6,082",82%,"
                Eamonn Owens","
                Aisling O'Sullivan","
                Fiona Shaw",,47,77,13-Jul-97,"
                        Comedy,
                        Drama","R (For language, and violence)","
                    106 minutes
                ","
                The Butcher Boy",-1997
,,,,,,,,,,,,,
"
        ,
        36,326",68%,"
                Howard Stern","
                Robin Quivers","
                Mary McCormack",,40,78,7-Mar-97,"
                        Comedy,
                        Drama","R (adult situations/language, nudity, sex)","
                    109 minutes
                ","
                Private Parts",-1997
,,,,,,,,,,,,,
"
        ,
        378,455",66%,"
                Gary Oldman","
                Harrison Ford","
                Glenn Close",,42,78,25-Jul-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense",R (for violence),"
                    124 minutes
                ","
                Air Force One",-1997
,,,,,,,,,,,,,
"
        ,
        20,792",86%,"
                Vanessa L. Williams","
                Vivica A. Fox","
                Nia Long",,33,80,26-Sep-97,"
                        Comedy,
                        Drama","R (adult situations/language, nudity, sex)","
                    114 minutes
                ","
                Soul Food",-1997
,,,,,,,,,,,,,
"
        ,
        35,935",67%,"
                Kurt Russell","
                J.T. Walsh","
                Kathleen Quinlan",,41,80,2-May-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","R (violence, language)","
                    94 minutes
                ","
                Breakdown",-1997
,,,,,,,,,,,,,
"
        ,
        988,211",75%,"
                Jim Carrey","
                Jennifer Tilly","
                Maura Tierney",,44,81,1-Jun-97,"
                        Comedy","PG-13 (adult situations/language, violence)","
                    87 minutes
                ","
                Liar Liar",-1997
,,,,,,,,,,,,,
"
        ,
        72,903",87%,"
                John Cusack","
                Minnie Driver","
                Dan Aykroyd",,55,80,11-Apr-97,"
                        Action & Adventure,
                        Comedy,
                        Drama,
                        Mystery & Suspense","R (For strong violence, language and some drug content.)","
                    107 minutes
                ","
                Grosse Pointe Blank",-1997
,,,,,,,,,,,,,
"
        ,
        8,263",75%,"
                Emily Watson","
                Daniel Day-Lewis","
                Brian Cox",,55,80,31-Dec-97,"
                        Drama,
                        Sports & Fitness",R (for language),"
                    114 minutes
                ","
                The Boxer",-1997
,,,,,,,,,,,,,
"
        ,
        39,235",77%,"
                Matt Damon","
                Claire Danes","
                Danny DeVito",,37,82,20-Nov-97,"
                        Drama,
                        Mystery & Suspense",PG-13 (For a strong beating and elements of domestic abuse),"
                    135 minutes
                ","
                The Rainmaker",-1997
,,,,,,,,,,,,,
"
        ,
        207,991",87%,"
                Ethan Hawke","
                Uma Thurman","
                Jude Law",,47,82,24-Oct-97,"
                        Drama,
                        Science Fiction & Fantasy","PG-13 (For brief violent images, language and some sexuality)","
                    106 minutes
                ","
                Gattaca",-1997
,,,,,,,,,,,,,
"
        ,
        248,803",96%,"
                Roberto Benigni","
                Nicoletta Braschi","
                Giorgio Cantarini",,69,80,20-Dec-97,"
                        Art House & International,
                        Comedy,
                        Drama",PG-13 (for holocaust-related thematic elements),"
                    122 minutes
                ","
                Life Is Beautiful (La Vita è bella)",-1997
,,,,,,,,,,,,,
"
        ,
        412,147",56%,"
                Neve Campbell","
                Courteney Cox","
                David Arquette",,60,81,12-Dec-97,"
                        Comedy,
                        Horror,
                        Mystery & Suspense",R (For language and strong bloody violence),"
                    120 minutes
                ","
                Scream 2",-1997
,,,,,,,,,,,,,
"
        ,
        388,418",75%,"
                Tate Donovan","
                Danny DeVito","
                James Woods",,45,83,15-Jun-97,"
                        Animation,
                        Kids & Family,
                        Science Fiction & Fantasy",G,"
                    93 minutes
                ","
                Hercules",-1997
,,,,,,,,,,,,,
"
        ,
        7,925",83%,"
                Jon Voight","
                Ving Rhames","
                Esther Rolle",,41,85,21-Feb-97,"
                        Action & Adventure,
                        Drama","R (adult situations/language, sex)","
                    122 minutes
                ","
                Rosewood",-1997
,,,,,,,,,,,,,
"
        ,
        34,369",82%,"
                Kevin Kline","
                Sigourney Weaver","
                Joan Allen",,52,84,26-Sep-97,"
                        Drama","R (For sexuality and drug use, including scenes involving children, and for language)","
                    113 minutes
                ","
                The Ice Storm",-1997
,,,,,,,,,,,,,
"
        ,
        432,393",77%,"
                Meg Ryan","
                John Cusack","
                Christopher Lloyd",,44,85,14-Nov-97,"
                        Action & Adventure,
                        Animation,
                        Drama,
                        Kids & Family",G,"
                    94 minutes
                ","
                Anastasia",-1997
,,,,,,,,,,,,,
"
        ,
        378,318",86%,"
                Jack Nicholson","
                Helen Hunt","
                Greg Kinnear",,65,84,23-Dec-97,"
                        Comedy,
                        Drama,
                        Romance","PG-13 (For strong language, thematic elements, nudity and a beating)","
                    139 minutes
                ","
                As Good as It Gets",-1997
,,,,,,,,,,,,,
"
        ,
        44,451",76%,"
                Dustin Hoffman","
                Robert De Niro","
                Anne Heche",,62,85,25-Dec-97,"
                        Comedy",R (For language),"
                    97 minutes
                ","
                Wag the Dog",-1997
,,,,,,,,,,,,,
"
        ,
        203,765",89%,"
                Al Pacino","
                Johnny Depp","
                Michael Madsen",,48,87,28-Feb-97,"
                        Drama,
                        Mystery & Suspense","R (adult situations/language, sex, violence)","
                    115 minutes
                ","
                Donnie Brasco",-1997
,,,,,,,,,,,,,
"
        ,
        5,534",72%,"
                Nick Nolte","
                James Coburn","
                Sissy Spacek",,42,88,1-Jun-97,"
                        Drama,
                        Mystery & Suspense",R (for violence and language),"
                    114 minutes
                ","
                Affliction",-1997
,,,,,,,,,,,,,
"
        ,
        7,748",80%,"
                Campbell Scott","
                Rebecca Pidgeon","
                Steve Martin",,53,88,8-Sep-97,"
                        Drama,
                        Mystery & Suspense","PG (For thematic elements including tension, some violent images and brief language)","
                    112 minutes
                ","
                The Spanish Prisoner",-1997
,,,,,,,,,,,,,
"
        ,
        214,553",85%,"
                Pam Grier","
                Samuel L. Jackson","
                Robert Forster",,69,87,25-Dec-97,"
                        Action & Adventure,
                        Drama,
                        Mystery & Suspense","R (For strong language, some violence, drug use and sexuality)","
                    154 minutes
                ","
                Jackie Brown",-1997
,,,,,,,,,,,,,
"
        ,
        7,782",80%,"
                Aaron Eckhart","
                Stacy Edwards","
                Matt Malloy",,48,89,1-Aug-97,"
                        Art House & International,
                        Comedy,
                        Drama",R (For language and emotional abuse.),"
                    97 minutes
                ","
                In the Company of Men",-1997
,,,,,,,,,,,,,
"
        ,
        196,857",83%,"
                Ben Affleck","
                Joey Lauren Adams","
                Jason Lee",,73,88,4-Apr-97,"
                        Comedy,
                        Romance","R (for strong, graphic sex-related dialogue, language, sexuality and drug content)","
                    113 minutes
                ","
                Chasing Amy",-1997
,,,,,,,,,,,,,
"
        ,
        8,444",78%,"
                Judi Dench","
                Billy Connolly","
                Geoffrey Palmer",,46,94,18-Jul-97,"
                        Drama,
                        Romance","PG (For a beating, language and brief nudity)","
                    103 minutes
                ","
                Mrs. Brown",-1997
,,,,,,,,,,,,,
"
        ,
        2,894",74%,"
                Peter Fonda","
                Patricia Richardson","
                Christine Dunford",,46,94,13-Jun-97,"
                        Drama","R (adult situations/language, violence)","
                    111 minutes
                ","
                Ulee's Gold",-1997
,,,,,,,,,,,,,
"
        ,
        188,789",89%,"
                Mark Wahlberg","
                Burt Reynolds","
                Julianne Moore",,63,93,17-Oct-97,"
                        Comedy,
                        Drama","R (For strong sex scenes with explicit dialogue, nudity, drug use, language and violence)","
                    155 minutes
                ","
                Boogie Nights",-1997
,,,,,,,,,,,,,
"
        ,
        449,860",82%,"
                John Travolta","
                Nicolas Cage","
                Joan Allen",,77,92,27-Jun-97,"
                        Action & Adventure",R (intense sequences of strong violence and for strong language),"
                    138 minutes
                ","
                Face/Off",-1997
,,,,,,,,,,,,,
"
        ,
        179,984",79%,"
                Robert Carlyle","
                Tom Wilkinson","
                Mark Addy",,42,95,13-Aug-97,"
                        Comedy,
                        Musical & Performing Arts",R (For language and some nudity),"
                    91 minutes
                ","
                The Full Monty",-1997
,,,,,,,,,,,,,
"
        ,
        1,048,306",79%,"
                Will Smith","
                Tommy Lee Jones","
                Linda Fiorentino",,78,92,2-Jul-97,"
                        Action & Adventure,
                        Comedy,
                        Science Fiction & Fantasy",PG-13 (for language and sci-fi violence),"
                    98 minutes
                ","
                Men in Black",-1997
,,,,,,,,,,,,,
"
        ,
        35,796,658",69%,"
                Leonardo DiCaprio","
                Kate Winslet","
                Billy Zane",,160,88,19-Dec-97,"
                        Drama,
                        Romance","PG-13 (for disaster related peril and violence, nudity, sensuality and brief language)","
                    194 minutes
                ","
                Titanic",-1997
,,,,,,,,,,,,,
"
        ,
        363,616",94%,"
                Matt Damon","
                Robin Williams","
                Ben Affleck",,71,97,5-Dec-97,"
                        Drama","R (for strong language, including some sex-related dialogue)","
                    126 minutes
                ","
                Good Will Hunting",-1997
,,,,,,,,,,,,,
"
        ,
        11,560",86%,"
                Ian Holm","
                Sarah Polley","
                Bruce Greenwood",,57,100,20-Nov-97,"
                        Drama",R (For sexuality and some language),"
                    110 minutes
                ","
                The Sweet Hereafter",-1997
,,,,,,,,,,,,,
"
        ,
        150,038",94%,"
                Russell Crowe","
                Kevin Spacey","
                Guy Pearce",,108,99,19-Sep-97,"
                        Drama,
                        Mystery & Suspense","R (for strong violence and language, and for sexuality)","
                    138 minutes
                ","
                L.A. Confidential",-1997
,,,,,,,,,,,,,
"
        ,
        60,208",45%,"
                Sylvester Stallone","
                Antonio Banderas","
                Julianne Moore",,7,15,6-Oct-95,"
                        Action & Adventure,
                        Mystery & Suspense",R,"
                    105 minutes
                ","
                Assassins",-1995
,,,,,,,,,,,,,
"
        ,
        204,954",35%,"
                Eddie Murphy","
                Judge Reinhold","
                Hector Elizondo",,5,10,25-May-94,"
                        Action & Adventure,
                        Comedy",R,"
                    109 minutes
                ","
                Beverly Hills Cop III",-1994
,,,,,,,,,,,,,
"
        ,
        20,353",32%,"
                Nick Nolte","
                Julia Roberts","
                Saul Rubinek",,9,20,29-Jun-94,"
                        Action & Adventure,
                        Comedy,
                        Mystery & Suspense,
                        Romance",PG,"
                    123 minutes
                ","
                I Love Trouble",-1994
,,,,,,,,,,,,,
"
        ,
        260,994",24%,"
                John Goodman","
                Elizabeth Perkins","
                Rick Moranis",,10,22,25-May-94,"
                        Comedy,
                        Kids & Family",PG (Rated PG for some mild innuendos.),"
                    91 minutes
                ","
                The Flintstones",-1994
,,,,,,,,,,,,,
"
        ,
        17,025",30%,"
                Bruce Willis","
                Jane March","
                Ruben Blades",,10,22,19-Aug-94,"
                        Drama,
                        Mystery & Suspense",R,"
                    121 minutes
                ","
                Color of Night",-1994
,,,,,,,,,,,,,
"
        ,
        32,158",44%,"
                Adam Baldwin","
                Alec Baldwin","
                John Lone",,16,35,1-Jul-94,"
                        Action & Adventure,
                        Mystery & Suspense,
                        Science Fiction & Fantasy",PG-13 (for fantasy action violence),"
                    108 minutes
                ","
                The Shadow",-1994
,,,,,,,,,,,,,
"
        ,
        53,508",49%,"
                Robert De Niro","
                Kenneth Branagh","
                Tom Hulce",,16,39,4-Nov-94,"
                        Horror",R,"
                    118 minutes
                ","
                Mary Shelley's Frankenstein",-1994
,,,,,,,,,,,,,
"
        ,
        57,627",35%,"
                Jean-Claude Van Damme","
                Ron Silver","
                Mia Sara",,18,44,16-Sep-94,"
                        Action & Adventure,
                        Science Fiction & Fantasy",R,"
                    98 minutes
                ","
                Timecop",-1994
,,,,,,,,,,,,,
"
        ,
        70,289",57%,"
                Patrick Stewart","
                William Shatner","
                Malcolm McDowell",,23,47,18-Nov-94,"
                        Action & Adventure,
                        Drama,
                        Science Fiction & Fantasy",PG,"
                    117 minutes
                ","
                Star Trek Generations",-1994
,,,,,,,,,,,,,
"
        ,
        43,104",79%,"
                Tim Robbins","
                Paul Newman","
                Jennifer Jason Leigh",,23,56,1-Jan-94,"
                        Comedy",PG,"
                    110 minutes
                ","
                The Hudsucker Proxy",-1994
,,,,,,,,,,,,,
"
        ,
        184,011",87%,"
                Brad Pitt","
                Anthony Hopkins","
                Aidan Quinn",,30,56,23-Dec-94,"
                        Drama,
                        Western,
                        Romance",R,"
                    133 minutes
                ","
                Legends of the Fall",-1994
,,,,,,,,,,,,,
"
        ,
        31,428",41%,"
                Michael Douglas","
                Demi Moore","
                Donald Sutherland",,34,59,9-Dec-94,"
                        Drama,
                        Mystery & Suspense",R,"
                    128 minutes
                ","
                Disclosure",-1994
,,,,,,,,,,,,,
"
        ,
        48,174",71%,"
                Kathleen Turner","
                Sam Waterston","
                Ricki Lake",,28,61,13-Apr-94,"
                        Comedy,
                        Drama,
                        Horror",R,"
                    93 minutes
                ","
                Serial Mom",-1994
,,,,,,,,,,,,,
"
        ,
        446,979",86%,"
                Tom Cruise","
                Brad Pitt","
                Christian Slater",,32,62,11-Nov-94,"
                        Horror,
                        Science Fiction & Fantasy,
                        Romance","R (for vampire violence and gore, and for sexuality)","
                    122 minutes
                ","
                Interview with the Vampire",-1994
,,,,,,,,,,,,,
"
        ,
        44,386",42%,"
                Jack Nicholson","
                Michelle Pfeiffer","
                James Spader",,32,62,17-Jun-94,"
                        Drama,
                        Horror,
                        Science Fiction & Fantasy,
                        Romance",R (for language and werewolf attacks),"
                    125 minutes
                ","
                Wolf",-1994
,,,,,,,,,,,,,
"
        ,
        6,216",59%,"
                Tommy Lee Jones","
                Robert Wuhl","
                Lolita Davidovich",,30,64,2-Sep-03,"
                        Drama",R,"
                    128 minutes
                ","
                Cobb",-1994
,,,,,,,,,,,,,
